input,aop,cap
nước khá bình thường không gì đặc biệt và cũng rất ngọt quán khá nhỏ và num g chiều vẫn chưa mở lầu trên cho khách lên nhân viên nhiệt tình và thân thiện,"{nhân viên,nhiệt tình,positive};{quán,nhỏ,negative};{nước,bình thường,neutral};{nước,ngọt,negative};{nhân viên,thân thiện,positive}","{SERVICE#GENERAL,nhân viên,positive};{RESTAURANT#GENERAL,quán,negative};{DRINKS#QUALITY,nước,neutral};{DRINKS#STYLE&OPTIONS,nước,negative};{SERVICE#GENERAL,nhân viên,positive}"
"vận chuyển nhanh nên đồ uống rất ngon và lạnh , chỉ có điều giá cao","{ship,nhanh,positive};{đồ uống,ngon,positive};{đồ uống,lạnh,positive};{giá,cao,negative}","{SERVICE#GENERAL,ship,positive};{DRINKS#QUALITY,đồ uống,positive};{DRINKS#STYLE&OPTIONS,đồ uống,positive};{DRINKS#PRICES,giá,negative}"
đa phần mọi người đều phàn nàn về thái độ phục vụ của nhân viên còn đồ ăn thì ok,"{thái độ phục vụ,null,negative};{đồ ăn,ok,neutral}","{SERVICE#GENERAL,thái độ phục vụ,negative};{FOOD#QUALITY,đồ ăn,neutral}"
lươn nhật cũng ngon béo thơm và thấm gia vị có điều buổi tối nó làm tepanyaki nên hơi ồn,"{lươn nhật,ngon,positive};{lươn nhật,null,positive};{tepanyaki,ồn,negative};{lươn nhật,béo thơm,positive}","{FOOD#QUALITY,lươn nhật,positive};{FOOD#STYLE&OPTIONS,lươn nhật,positive};{RESTAURANT#MISCELLANEOUS,tepanyaki,negative};{FOOD#STYLE&OPTIONS,lươn nhật,positive}"
"đồ uống cũng bình thường , trang trí đẹp mắt","{trang trí,đẹp mắt,positive};{đồ uống,bình thường,neutral}","{DRINKS#STYLE&OPTIONS,trang trí,positive};{DRINKS#QUALITY,đồ uống,neutral}"
địa chỉ dễ tìm giá cả ở đây cũng không đắt ăn num người cả nước uống và canh rau hết khoảng giá tiền,"{giá cả,không đắt,neutral};{địa chỉ,dễ tìm,positive}","{RESTAURANT#PRICES,giá cả,neutral};{LOCATION#GENERAL,địa chỉ,positive}"
đồ uống ở đây ngon mà giá cả cũng hợp lí chỉ là hơi khó tìm,"{giá cả,hợp lí,positive};{đồ uống,ngon,positive};{null,khó tìm,negative}","{DRINKS#PRICES,giá cả,positive};{DRINKS#QUALITY,đồ uống,positive};{LOCATION#GENERAL,null,negative}"
thức ăn ngon hơi trung hoa xíu giá cao đi kèm chất lượng nhận được nên ổn,"{thức ăn,ngon,positive};{giá,cao,negative};{thức ăn,trung hoa,neutral}","{FOOD#QUALITY,thức ăn,positive};{FOOD#PRICES,giá,negative};{FOOD#STYLE&OPTIONS,thức ăn,neutral}"
"đồ ăn tạm được nhưng cơm phục vụ hơi chậm , món tôm rim dùng tôm không được ngon cho lắm","{phục vụ,chậm,negative};{đồ ăn,tạm được,neutral};{món tôm rim,ko được ngon,negative}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,neutral};{FOOD#QUALITY,món tôm rim,negative}"
máy lạnh cũng ok 🍱phục vụ cũng nhanh lẹ 🍱các món ăn giá hơi cao hiện tại có vài món bán theo khung giờ điểm tâm sáng • cơm sườn chả cơm ăn được mềm nóng sườn hơi cứng,"{phục vụ,nhanh lẹ,positive};{cơm sườn chả,null,neutral};{giá,cao,negative};{máy lạnh,ok,neutral};{món ăn,null,neutral}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,cơm sườn chả,neutral};{FOOD#PRICES,giá,negative};{RESTAURANT#MISCELLANEOUS,máy lạnh,neutral};{FOOD#STYLE&OPTIONS,món ăn,neutral}"
quán rất đông nên đặt bàn trước khi tới nhân viên phục vụ tốt nhưng lúc tính tiền đợi quá lâu nửa tiếng mới ra được cái hoá đơn,"{quán,đônng,neutral};{nhân viên phục vụ,tốt,positive};{tính tiền,lâu,negative}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,nhân viên phục vụ,positive};{SERVICE#GENERAL,tính tiền,negative}"
chất lượng quầy nhỏ mà đầy đủ loại có mì ý gà cay gà cay phô mai,"{null,đầy đủ,positive};{quầy,nhỏ,negative}","{FOOD#STYLE&OPTIONS,null,positive};{AMBIENCE#GENERAL,quầy,negative}"
đồ ăn khá ngon nhưng thái độ phục vụ nhân viên rất tệ lần sau sẽ không ủng hộ nữa,"{thái độ phục vụ nhân viên,tệ,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,thái độ phục vụ nhân viên,negative};{FOOD#QUALITY,đồ ăn,positive}"
không gian rộng rãi thoải mái và phục vụ cũng ok,"{phục vụ,ok,neutral};{không gian,rộng rãi thoải mái,positive}","{SERVICE#GENERAL,phục vụ,neutral};{AMBIENCE#GENERAL,không gian,positive}"
giá cả ở hum tính ra là khá cao nhưng với chất lượng và số lượng món ăn cùng với vị trí và chất lượng phục vụ thì rất tốt,"{chất lượng phục vụ,tốt,positive};{chất lượng,tốt,positive};{số lượng món ăn,tốt,positive};{giá cả,cao,negative};{vị trí,tốt,positive}","{SERVICE#GENERAL,chất lượng phục vụ,positive};{FOOD#QUALITY,chất lượng,positive};{FOOD#STYLE&OPTIONS,số lượng món ăn,positive};{RESTAURANT#PRICES,giá cả,negative};{LOCATION#GENERAL,vị trí,positive}"
nhà hàng sạch sẽ nhưng món gà mình đợi hơi lâu,"{nhà hàng,sạch sẽ,positive};{đợi,lâu,negative}","{RESTAURANT#GENERAL,nhà hàng,positive};{SERVICE#GENERAL,đợi,negative}"
nói chung các món bò ở đây vị ngon ăn cũng khá no giá hơi cao chút nhưng lâu ghé thì ok,"{món bò,ngon,positive};{giá,cao,negative};{món bò,no,positive}","{FOOD#QUALITY,món bò,positive};{FOOD#PRICES,giá,negative};{FOOD#STYLE&OPTIONS,món bò,positive}"
mì ý ngon nhưng hơi ít .,"{mì ý,ngon,positive};{mì ý,ít,negative}","{FOOD#QUALITY,mì ý,positive};{FOOD#STYLE&OPTIONS,mì ý,negative}"
"đồ ăn cũng được , nước uống không ngon mấy , giá ổn không quá cao , chỗ ngồi êm và không gian thoáng mát , thích hợp cho gia đình và hội nhóm","{đồ ăn,cũng được,neutral};{không gian,thoáng mát,positive};{nước uống,k ngon,negative};{giá,ổn,neutral};{chỗ ngồi,êm,positive};{null,thích hợp cho gia đình,positive}","{FOOD#QUALITY,đồ ăn,neutral};{AMBIENCE#GENERAL,không gian,positive};{DRINKS#QUALITY,nước uống,negative};{RESTAURANT#PRICES,giá,neutral};{RESTAURANT#MISCELLANEOUS,chỗ ngồi,positive};{RESTAURANT#GENERAL,null,positive}"
"quán hàn chất lượng , đồ ăn ngon , giá phải chăng trang trí đẹp mắt anh chủ hàn vui tính chỗ giữ xe hơi nhỏ quán sạch sẽ","{quán hàn,chất lượng,positive};{anh chủ,vui tính,positive};{đồ ăn,ngon,positive};{giá,phải chăng,positive};{chỗ giữ xe,nhỏ,negative};{decor,đẹp mắt,positive};{quán,sạch sẽ,positive}","{RESTAURANT#GENERAL,quán hàn,positive};{SERVICE#GENERAL,anh chủ,positive};{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá,positive};{RESTAURANT#MISCELLANEOUS,chỗ giữ xe,negative};{AMBIENCE#GENERAL,decor,positive};{RESTAURANT#GENERAL,quán,positive}"
các món ăn trên băng không phong phú nhưng được cái ăn cũng ngon,"{món ăn,ngon,positive};{món ăn,không phong phú,negative}","{FOOD#QUALITY,món ăn,positive};{FOOD#STYLE&OPTIONS,món ăn,negative}"
bánh cũng được phục vụ rất nhanh sau mỗi đơn hàng không phải chờ quá lâu đâu theo mình thấy thì chỉ num phút thôi,"{phục vụ,nhanh,positive};{bánh,cũng được,neutral}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,bánh,neutral}"
không gian hơi nhỏ bày trí nhà hàng tạm ổn nhưng bù lại dịch vụ tốt,"{không gian,nhỏ,negative};{bày trí nhà hàng,tạm ổn,neutral};{dịch vụ,tốt,positive}","{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,bày trí nhà hàng,neutral};{SERVICE#GENERAL,dịch vụ,positive}"
mấy bạn nhân viên dễ thương nhưng mà máy lạnh trên lầu hư hay sao á ngồi nóng ghê,"{bạn nhân viên,dễ thương,positive};{máy lạnh,nóng,negative}","{SERVICE#GENERAL,bạn nhân viên,positive};{RESTAURANT#MISCELLANEOUS,máy lạnh,negative}"
thức ăn cũng bình thường quán trang trí đẹp bạn nhân viên nam rất là dễ thương nhanh nhẹn thái độ rất vui vẻ nhiệt tình,"{nhân viên nam,dễ thương nhanh nhẹn,positive};{thức ăn,bình thường,neutral};{trang trí,đẹp,positive};{thái độ,vui vẻ nhiệt tình,positive}","{SERVICE#GENERAL,nhân viên nam,positive};{FOOD#QUALITY,thức ăn,neutral};{AMBIENCE#GENERAL,trang trí,positive};{SERVICE#GENERAL,thái độ,positive}"
phục vụ khá thân thiện và nhiệt tình giá cả ở quận num nên giá khá cao,"{phục vụ,nhiệt tình,positive};{giá cả,cao,negative};{phục vụ,thân thiện,positive}","{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá cả,negative};{SERVICE#GENERAL,phục vụ,positive}"
cà phê cũng bình thường mà giá chát quá trời,"{giá,chát,negative};{cà phê,bình thường,neutral}","{DRINKS#PRICES,giá,negative};{DRINKS#QUALITY,cà phê,neutral}"
giá đắt cũng khá hợp lý cho chất lượng vì thành phần món ăn rất phong phú như món chay nhà làm,"{thành phần món ăn,phong phú,positive};{giá,đắt,negative}","{FOOD#STYLE&OPTIONS,thành phần món ăn,positive};{RESTAURANT#PRICES,giá,negative}"
quán tuy nhỏ và nằm đơn giản gọn vào một góc đối diện phở hùng cơ vẫn thấy xanh mát dễ chịu .,"{quán,nhỏ,negative};{quán,xanh mát dễ chịu,positive};{null,null,neutral}","{RESTAURANT#GENERAL,quán,negative};{AMBIENCE#GENERAL,quán,positive};{LOCATION#GENERAL,null,neutral}"
"thực đơn chỉ đa phần có kimbap thôi , nhưng quán sạch sẽ và ok","{quán,sạch sẽ,positive};{menu,null,neutral};{quán,ok,neutral}","{RESTAURANT#GENERAL,quán,positive};{FOOD#STYLE&OPTIONS,menu,neutral};{RESTAURANT#GENERAL,quán,neutral}"
nước uống khá biết không gian đẹp num sân khấu phục vụ tận tình,"{phục vụ,tận tình,positive};{nước uống,bt,negative};{không gian,đẹp,positive};{sân khấu,null,neutral}","{SERVICE#GENERAL,phục vụ,positive};{DRINKS#QUALITY,nước uống,negative};{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#MISCELLANEOUS,sân khấu,neutral}"
"không gian quán bình thường do quá mở khá lâu , còn đồ uống ngon và nhiều món","{đồ uống,nhiều món,positive};{không gian,bình thường,neutral};{đồ uống,ngon,positive}","{DRINKS#STYLE&OPTIONS,đồ uống,positive};{AMBIENCE#GENERAL,không gian,neutral};{DRINKS#QUALITY,đồ uống,positive}"
không gian ở đây hơi nhỏ nhưng bù lại nhân viên nhiệt tình thực sự,"{nhân viên,nhiệt tình,positive};{không gian,nhỏ,negative}","{SERVICE#GENERAL,nhân viên,positive};{AMBIENCE#GENERAL,không gian,negative}"
trứng cá tươi nhỏ li ti nhai rất vui miệng và ngon,"{trứng cá,tươi,positive};{trứng cá,nhỏ,neutral};{trứng cá,ngon,neutral}","{FOOD#STYLE&OPTIONS,trứng cá,positive};{FOOD#STYLE&OPTIONS,trứng cá,neutral};{FOOD#QUALITY,trứng cá,neutral}"
đồ ăn ngon giá cả cũng hơi cao nhân viên phục phụ nhiệt tình,"{nhân viên phục phụ,nhiệt tình,positive};{đồ ăn,ngon,positive};{giá cả,cao,negative}","{SERVICE#GENERAL,nhân viên phục phụ,positive};{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá cả,negative}"
quán có đa dạng các món ăn vặt vị khá ngon và rất đông nên chờ cũng hơi lâu một chút,"{quán,đông,neutral};{món ăn vặt,ngon,positive};{món ăn vặt,đa dạng,positive};{chờ,lâu,negative}","{RESTAURANT#GENERAL,quán,neutral};{FOOD#QUALITY,món ăn vặt,positive};{FOOD#STYLE&OPTIONS,món ăn vặt,positive};{SERVICE#GENERAL,chờ,negative}"
đồ uống cũng ngon mà giá cả hơi cao so với mặt bằng như này vì quán nhỏ lắm,"{giá cả,cao,negative};{quán,nhỏ,negative};{đồ uống,ngon,positive}","{DRINKS#PRICES,giá cả,negative};{RESTAURANT#GENERAL,quán,negative};{DRINKS#QUALITY,đồ uống,positive}"
đồ ăn ngon vừa miệng nhưng phục vụ quá lâu và thiếu chuyên nghiệp vì không nhớ khách order cái gì,"{phục vụ,lâu,negative};{đồ ăn,ngon,positive};{phục vụ,thiếu chuyên nghiệp,negative}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive};{SERVICE#GENERAL,phục vụ,negative}"
món ăn tạm ổn nhưng thái độ nhân viên của quán cần xem lại,"{thái độ nhân viên,null,negative};{món ăn,tạm ổn,neutral}","{SERVICE#GENERAL,thái độ nhân viên,negative};{FOOD#QUALITY,món ăn,neutral}"
"cơm ngon canh ngọt , mình thích món cá kho , canh và cà pháo mặc dù đồ ăn hơi ít nhưng cũng rất ngon , tốt","{cơm,ngon,positive};{canh,ngọt,positive};{đồ ăn,ít,negative};{đồ ăn,ngon,positive}","{FOOD#QUALITY,cơm,positive};{FOOD#QUALITY,canh,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{FOOD#QUALITY,đồ ăn,positive}"
"quán nằm ngay trên đường phạm văn đồng , không gian rộng rãi , thoáng mát , rất thích hợp để nướng , giá cả khá là cao , nhưng dĩa thịt nhìn rất là ít","{dĩa thịt,ít,negative};{giá cả,cao,negative};{không gian,rộng rãi,positive};{không gian,thoáng mát,positive};{trên đường phạm văn đồng,null,neutral}","{FOOD#STYLE&OPTIONS,dĩa thịt,negative};{RESTAURANT#PRICES,giá cả,negative};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,trên đường phạm văn đồng,neutral}"
quán hơi nhỏ nhân viên khá thân thiện lúc mình vào quán hơi đông nhưng thức ăn mang ra khá nhanh,"{quán,đông,neutral};{nhân viên,thân thiện,positive};{quán,nhỏ,negative};{thức ăn mang ra,nhanh,positive}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,nhân viên,positive};{RESTAURANT#GENERAL,quán,negative};{SERVICE#GENERAL,thức ăn mang ra,positive}"
"không gian khá thích trang trí kiểu cổ động sài gòn ngày xưa á , chụp hình đẹp mà hơi tối , điểm trừ bự là đợi món khá lâu .","{đợi món,lâu,negative};{không gian,thích,positive};{không gian,tối,negative};{decor,cổ động sài gòn,neutral}","{SERVICE#GENERAL,đợi món,negative};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,decor,neutral}"
"nhân viên chu đáo không gian nhỏ nhưng rất lịch sự có các món như đùi gà , thịt ba chỉ ngon","{nhân viên,chu đáo,positive};{đùi gà,ngon,positive};{không gian,nhỏ,negative};{không gian,lịch sự,positive};{thịt ba chỉ,ngon,positive}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,đùi gà,positive};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,không gian,positive};{FOOD#QUALITY,thịt ba chỉ,positive}"
nước chấm thơm vừa miệng tốt tốt tốt tốt tốt giá hơn cao dù chỉ ăn được lẩu nhưng chất lượng thức ăn cả phục vụ đều làm mình hài lòng có điều không gian khá nóng nên ngồi ăn cũng không thoải mái,"{phục vụ,hài lòng,positive};{chất lượng thức ăn,hài lòng,positive};{không gian,nóng,negative};{nước chấm,vừa miệng,positive};{giá,cao,negative}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,chất lượng thức ăn,positive};{AMBIENCE#GENERAL,không gian,negative};{FOOD#STYLE&OPTIONS,nước chấm,positive};{RESTAURANT#PRICES,giá,negative}"
đồ ăn thì tệ được bạn nhân viên phục vụ cực nhiệt tình và num ban quả lí hoặc giám sát ra hỏi xem đồ tnao là ok nhất,"{nhân viên phục vụ,nhiệt tình,positive};{đồ ăn,tệ,negative}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{FOOD#QUALITY,đồ ăn,negative}"
jolibe ở đây không gian hơi hẹp nhưng bù lại mỳ ý ngon là quá ok,"{mỳ ý,ngon,positive};{không gian,hẹp,negative}","{FOOD#QUALITY,mỳ ý,positive};{AMBIENCE#GENERAL,không gian,negative}"
tuy giá hơi cao nhưng ăn no chất lượng với cách phục vụ đều đánh giá cao,"{cách phục vụ,đánh giá cao,positive};{chất lượng,đánh giá cao,positive};{giá,cao,negative}","{SERVICE#GENERAL,cách phục vụ,positive};{FOOD#QUALITY,chất lượng,positive};{RESTAURANT#PRICES,giá,negative}"
"đồ ăn ngon , nước cũng ngon , mình từng ăn nhà hàng có cả num khu vui chơi cho trẻ nhỏ mình rất thích các bé vừa được ăn ngon vừa được vui chơi nữa , do đó khách hàng cũng đông","{đồ ăn,ngon,positive};{khu vui chơi,null,positive};{nước,ngon,positive};{khách hàng,đông,neutral}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#MISCELLANEOUS,khu vui chơi,positive};{DRINKS#QUALITY,nước,positive};{RESTAURANT#GENERAL,khách hàng,neutral}"
không gian quán bình thường phục vụ cũng không chu đáo lắm,"{phục vụ,không chu đáo,negative};{không gian,bình thường,neutral}","{SERVICE#GENERAL,phục vụ,negative};{AMBIENCE#GENERAL,không gian,neutral}"
quán khá nhỏ và hơi nóng vào lúc trưa cộng thêm độ nóng từ thố cơm thì chảy cả không mồ hôi nhưng được cái cơm nhiều và ngon ăn một phần là no,"{cơm,ngon,positive};{cơm,nhiều,positive};{quán,nhỏ,negative};{quán,nóng,negative}","{FOOD#QUALITY,cơm,positive};{FOOD#STYLE&OPTIONS,cơm,positive};{RESTAURANT#GENERAL,quán,negative};{AMBIENCE#GENERAL,quán,negative}"
