input,ao,ap,cp
không gian rộng rãi thoáng mát nhưng nhược điểm là phục vụ hơi chậm,"{phục vụ,chậm};{không gian,rộng rãi thoáng mát}","{phục vụ,neutral};{không gian,positive}","{SERVICE#GENERAL,neutral};{AMBIENCE#GENERAL,positive}"
"thì đây bàn ghế sạch sẽ gọn gàng các món ăn ở đây giá cao nhưng phù hợp với chất lượng , nhân viên phục vụ nhiệt tình và nhanh nhẹn bày trí món ăn cũng đẹp mắt","{nhân viên phục vụ,nhanh nhẹn};{món ăn,chất lượng};{bày trí món ăn,đẹp mắt};{giá,cao};{bàn ghế,sạch sẽ gọn gàng};{nhân viên phục vụ,nhiệt tình}","{nhân viên phục vụ,positive};{món ăn,positive};{bày trí món ăn,positive};{giá,negative};{bàn ghế,positive};{nhân viên phục vụ,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{FOOD#PRICES,negative};{RESTAURANT#MISCELLANEOUS,positive};{SERVICE#GENERAL,positive}"
"không gian quán khá nhỏ nhưng sạch sẽ , máy lạnh mát","{máy lạnh,mát};{không gian,nhỏ};{không gian,sạch sẽ}","{máy lạnh,positive};{không gian,negative};{không gian,positive}","{RESTAURANT#MISCELLANEOUS,positive};{AMBIENCE#GENERAL,negative};{AMBIENCE#GENERAL,positive}"
thức ăn đợi hơi lâu do khách đông nên có thể thông cảm được và quan trọng là ngon,"{đợi,lâu};{thức ăn,ngon}","{đợi,negative};{thức ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
riêng có món lẩu hải sản mình thấy giá hơi cao không xứng đáng lắm giá tiền num cái điểm trừ vì khu vực rộng nhân viên đi bằng giày partin để giao thức ăn nên nếu khách đông sẽ đợi khá lâu,"{nhân viên,lâu};{khu vực,rộng};{giá,cao}","{nhân viên,negative};{khu vực,positive};{giá,negative}","{SERVICE#GENERAL,negative};{AMBIENCE#GENERAL,positive};{FOOD#PRICES,negative}"
quán có quang cảnh khá đẹp nhân viên phục vụ cũng khá ổn mỗi tội chất lượng đồ uống hơi cao so với giá tiền quáa .,"{nhân viên phục vụ,khá ổn};{chất lượng đồ uống,null};{view,đẹp}","{nhân viên phục vụ,positive};{chất lượng đồ uống,negative};{view,positive}","{SERVICE#GENERAL,positive};{DRINKS#PRICES,negative};{LOCATION#GENERAL,positive}"
giá thì mình thấy hơi cao nhưng chất lượng món ăn tốt nên cũng không có gì phàn nàn phục vụ cũng nhanh nhẹn,"{phục vụ,nhanh nhẹn};{chất lượng món ăn,tốt};{giá,cao}","{phục vụ,positive};{chất lượng món ăn,positive};{giá,negative}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative}"
"trình bày đẹp mắt mình thì gọi nước ép thơm để uống nước ép không quá ngọt hơi chua nhưng được cái nhiều , phục vụ thì hơi chậm vì hơi đông khách mình đợi cũng hơi lâu mới có nước","{phục vụ,chậm};{trình bày,đẹp};{nước ép thơm,null};{nước ép thơm,nhiều};{đợi,lâu}","{phục vụ,negative};{trình bày,positive};{nước ép thơm,neutral};{nước ép thơm,positive};{đợi,negative}","{SERVICE#GENERAL,negative};{DRINKS#STYLE&OPTIONS,positive};{DRINKS#QUALITY,neutral};{DRINKS#STYLE&OPTIONS,positive};{SERVICE#GENERAL,negative}"
"giá cả khá rẻ num người ăn thả ga hết tầm giá tiền thôi , tráng miệng ổi sau bữa ăn nhìn hơi héo thâm và không ngon mắt","{ổi,héo thâm};{ổi,không ngon mắt};{giá cả,rẻ}","{ổi,negative};{ổi,negative};{giá cả,positive}","{FOOD#QUALITY,negative};{FOOD#STYLE&OPTIONS,negative};{RESTAURANT#PRICES,positive}"
quán nhìn bên ngoài khá bình dân nhưng chất lượng món thì cực kỳ cao cấp,"{chất lượng món,cao cấp};{quán,bình dân}","{chất lượng món,positive};{quán,neutral}","{FOOD#QUALITY,positive};{RESTAURANT#GENERAL,neutral}"
"không gian sáng sủa ấm cúng mặc dù mình cảm thấy có vẻ hơi nhỏ tí , thức uống đa dạng","{không gian,sáng sủa ấm cúng};{không gian,nhỏ};{thức uống,đa dạng}","{không gian,positive};{không gian,negative};{thức uống,positive}","{AMBIENCE#GENERAL,positive};{AMBIENCE#GENERAL,negative};{DRINKS#STYLE&OPTIONS,positive}"
đồ ăn ngon tuy giá hơi cao nhưng num phần khá nhiều num người gọi khoảng num món là ăn no nê không gian yên tĩnh thoáng mát,"{đồ ăn,ngon};{null,nhiều};{ko gian,yên tĩnh thoáng mát};{giá,cao}","{đồ ăn,positive};{null,positive};{ko gian,positive};{giá,negative}","{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,positive};{FOOD#PRICES,negative}"
món tôm sống chấm nước mắm và cơm hấp hải sản trái dừa làm mình ghé lại hoài 📍 vị trí nằm ở gần bò lê rô gần cao thắng nguyễn thị minh khai,"{tôm sống chấm nước mắm,null};{cơm hấp hải sản trái dừa,null};{vị trí,null}","{tôm sống chấm nước mắm,positive};{cơm hấp hải sản trái dừa,positive};{vị trí,neutral}","{FOOD#QUALITY,positive};{FOOD#QUALITY,positive};{LOCATION#GENERAL,neutral}"
đồ ăn ngon nhưng nhân viên phụ vụ hơi chậm num chút xin thêm nước lẩu đợi rất lâu làm mất hứng lun mình đi ăn num ngưoi khoảng num trieu num chia ra thì cũng rẻ kêu tập hợp family sẽ tiết kiệm hơn tốt tốt,"{nhân viên phụ vụ,chậm};{đồ ăn,ngon};{null,rẻ}","{nhân viên phụ vụ,negative};{đồ ăn,positive};{null,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,positive}"
quán rộng thoáng nhân viên nhiệt tình giá cả hơi chát chút xíu nhưng đồ uống rất ngon chất lượng đáng đồng tiền,"{nhân viên,nhiệt tình};{giá cả,chát};{quán,rộng thoáng};{đồ uống,ngon}","{nhân viên,positive};{giá cả,negative};{quán,positive};{đồ uống,positive}","{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive};{DRINKS#QUALITY,positive}"
quán cũng khá rộng rãi nhân viên phục vụ cũng ok,"{nhân viên phục vụ,ok};{quán,rộng rãi}","{nhân viên phục vụ,neutral};{quán,positive}","{SERVICE#GENERAL,neutral};{AMBIENCE#GENERAL,positive}"
"được bạn dẫn đi ăn ở đây nhân dịp sinh nhật , ăn bufet giá cũng không quá cao nhưng đồ ăn rất ngon , đặc biệt tôm cực kỳ tươi và ngon ,","{đồ ăn,ngon};{giá,không quá cao};{tôm,tươi};{tôm,ngon}","{đồ ăn,positive};{giá,neutral};{tôm,positive};{tôm,positive}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,neutral};{FOOD#STYLE&OPTIONS,positive};{FOOD#QUALITY,positive}"
không gian ở đây thì mình thấy đẹp hơn trên vincom và để xe cũng tiện nữa tuy nhiên phục vụ thì chưa được tốt bằng trên vincom chắc do mới mở nên các bạn phục vụ chưa được training tốt,"{phục vụ,chưa được tốt};{để xe,tiện};{không gian,đẹp}","{phục vụ,neutral};{để xe,positive};{không gian,positive}","{SERVICE#GENERAL,neutral};{RESTAURANT#MISCELLANEOUS,positive};{AMBIENCE#GENERAL,positive}"
không gian bày trí khá đơn điệu không ấn tượng gì nhiều nhân viên cũng thân thiện giá cả rẻ thực đơn phong phú cực kì,"{nhân viên,thân thiện};{thực đơn,phong phú};{giá cả,rẻ};{không gian,đơn điệu}","{nhân viên,positive};{thực đơn,positive};{giá cả,positive};{không gian,negative}","{SERVICE#GENERAL,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,positive};{AMBIENCE#GENERAL,negative}"
nhân viên lịch sự giá cao nhưng đi đôi cùng chất lượng,"{nhân viên,lịch sự};{giá,cao};{chất lượng,cao}","{nhân viên,positive};{giá,negative};{chất lượng,positive}","{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,negative};{RESTAURANT#GENERAL,positive}"
đồ uống mình thấy không đặc sắc lắm được mỗi không gian tệ tốt khá cao tầm giá tiền giá tiền ly,"{giá,cao};{đồ uống,null};{không gian,null}","{giá,negative};{đồ uống,neutral};{không gian,positive}","{DRINKS#PRICES,negative};{DRINKS#QUALITY,neutral};{AMBIENCE#GENERAL,positive}"
"thức ăn thì tạm được , nhưng cũng chưa ngon lắm , thiếu phong phú .","{thức ăn,tạm được};{thức ăn,chưa ngon};{thức ăn,thiếu phong phú}","{thức ăn,neutral};{thức ăn,neutral};{thức ăn,negative}","{FOOD#QUALITY,neutral};{FOOD#QUALITY,neutral};{FOOD#STYLE&OPTIONS,negative}"
đồ ăn dạng đồng quê bình dân có hồ bơi nữa,"{đồ ăn,bình dân};{hồ bơi,null}","{đồ ăn,neutral};{hồ bơi,positive}","{FOOD#STYLE&OPTIONS,neutral};{RESTAURANT#MISCELLANEOUS,positive}"
giá thực đơn khá cao nhưng có khuyến mãi khai trương đến hết num sale of num tổng hoá đơn luôn nên tranh thủ,"{giá menu,cao};{khuyến mãi,null}","{giá menu,negative};{khuyến mãi,positive}","{RESTAURANT#PRICES,negative};{RESTAURANT#MISCELLANEOUS,positive}"
"cá nhân mình thì thấy giá quá chát , giá tiền một ly trà sữa chưa có thạch hay trân châu gì mà chất lượng thì không có gì đặc sắc .","{giá,chát};{chất lượng,null}","{giá,negative};{chất lượng,neutral}","{DRINKS#PRICES,negative};{DRINKS#QUALITY,neutral}"
có dẫn theo con nít nữa nên khá ồn nhưng nhân viên ở đây được cái rất nhiệt tình trong việc xắp bàn tư vấn chọn món,"{nhân viên,nhiệt tình};{null,ồn}","{nhân viên,positive};{null,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#GENERAL,negative}"
món xôi gà tuy nhỏ với ít toping nhưng mà chất lượng mình thấy ngon,"{xôi gà,nhỏ};{topping,ít};{chất lượng,ngon}","{xôi gà,negative};{topping,negative};{chất lượng,positive}","{FOOD#STYLE&OPTIONS,negative};{FOOD#STYLE&OPTIONS,negative};{FOOD#QUALITY,positive}"
nhà hàng thì dễ tìm ấm cúng nhân viên phục vụ tận tình nhưng đồ uống khá ít lựa chọn,"{nhân viên phục vụ,tận tình};{đồ uống,ít lựa chọn};{nhà hàng,ấm cúng};{nhà hàng,dễ tìm}","{nhân viên phục vụ,positive};{đồ uống,negative};{nhà hàng,positive};{nhà hàng,positive}","{SERVICE#GENERAL,positive};{DRINKS#STYLE&OPTIONS,negative};{AMBIENCE#GENERAL,positive};{LOCATION#GENERAL,positive}"
"thức ăn ngon , giá quá chát , bufet num người khoảng giá tiền nhưng được chưa đến num món : , <","{thức ăn,ngon};{giá,chát};{null,null}","{thức ăn,positive};{giá,negative};{null,negative}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{FOOD#STYLE&OPTIONS,negative}"
nói chung đồ ăn thì bình thường nhưng phục vụ thì không được,"{phục vụ,không được};{đồ ăn,bình thường}","{phục vụ,negative};{đồ ăn,neutral}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral}"
quán khá đông đa số toàn người nước ngoài vị trí dễ tìm nhân viên không nhiệt tình lắm lần đầu mình đi order hơi lâu một chút anh nhân viên tỏ vẻ khó chịu khiến mình hơi bực một tí,"{quán,đông};{nhân viên,không nhiệt tình};{vị trí,dễ tìm}","{quán,neutral};{nhân viên,neutral};{vị trí,positive}","{RESTAURANT#GENERAL,neutral};{SERVICE#GENERAL,neutral};{LOCATION#GENERAL,positive}"
ăn lần num công nhận ở đây bán đồ ăn ngon mà giá rẻ ăn thoải mái lun món cay nóng ruột lun mà ngon có điều từ nhà qua hơi xa nên lâu lâu ms ghé,"{đồ ăn,ngon};{giá,rẻ};{món,cay};{null,xa}","{đồ ăn,positive};{giá,positive};{món,neutral};{null,negative}","{FOOD#QUALITY,positive};{FOOD#PRICES,positive};{FOOD#STYLE&OPTIONS,neutral};{LOCATION#GENERAL,negative}"
nói chug trải nghiệm tệ từ đi ăn phải tốn phí gửi xe đến món ăn được cái nhân viên phục vụ nhanh nhẹn nhiệt tình ok thôi 😮‍💨😮‍💨,"{nhân viên phục vụ,nhanh nhẹn nhiệt tình};{null,tốn phí gửi xe};{món ăn,tệ}","{nhân viên phục vụ,positive};{null,negative};{món ăn,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#MISCELLANEOUS,negative};{FOOD#QUALITY,negative}"
cơm chiên nhiều dầu gỏi thì tạm tạm nhưng so với chất lượng thì giá hơi cao,"{gỏi,tạm};{giá,cao};{cơm chiên,nhiều dầu}","{gỏi,neutral};{giá,negative};{cơm chiên,negative}","{FOOD#QUALITY,neutral};{FOOD#PRICES,negative};{FOOD#STYLE&OPTIONS,negative}"
"về đồ uống thì khá là bình thường giá cả cũng ổn , không khí mát mẻ","{đồ uống,bình thường};{giá cả,ổn};{không khí,mát mẻ}","{đồ uống,neutral};{giá cả,neutral};{không khí,positive}","{DRINKS#PRICES,neutral};{DRINKS#QUALITY,neutral};{AMBIENCE#GENERAL,positive}"
"mì ngon và hợp khẩu vị , không gian đẹp , mát mẻ , nhân viên phục vụ tốt nhưng giá cả hơi đắt một chút","{nhân viên phục vụ,tốt};{mì,ngon};{giá cả,đắt};{không gian,mát mẻ}","{nhân viên phục vụ,positive};{mì,positive};{giá cả,negative};{không gian,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive}"
quán không gian khá nhỏ nhưng đồ ăn ngon giá cũng chấp nhận được,"{đồ ăn,ngon};{không gian,nhỏ};{giá,chấp nhận được}","{đồ ăn,positive};{không gian,negative};{giá,neutral}","{FOOD#QUALITY,positive};{AMBIENCE#GENERAL,negative};{RESTAURANT#PRICES,neutral}"
côg nhận qán rẻ và ăn được nhưng mà hqa ăn chíp hấp ăn phải con thối đen về tào tháo đuổi num lần chưa đỡ mong qán sơ chế đồ kĩ hơn tý,"{qán,rẻ};{chíp hấp,thối}","{qán,positive};{chíp hấp,negative}","{RESTAURANT#PRICES,positive};{FOOD#QUALITY,negative}"
đồ ăn cũng ngon khá được nhưng mà thái độ và cách phục vụ của nhân viên không được tốt lắm,"{thái độ,k được tốt};{phục vụ,k được tốt};{đồ ăn,ngon}","{thái độ,negative};{phục vụ,negative};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
mặc dù giá hơi cao so với manwah nhưng bù lại thì đồ ăn rất tươi và nhân viên cực kì tốt thân thiện nhiệt tình nữa,"{nhân viên,nice thân thiện nhiệt tình};{đồ ăn,tươi};{giá,cao}","{nhân viên,positive};{đồ ăn,positive};{giá,negative}","{SERVICE#GENERAL,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative}"
đồ ăn làm ngon mà mình thấy giá hơi cao quá so với những tiệm chicken khác,"{đồ ăn,ngon};{giá,cao}","{đồ ăn,positive};{giá,negative}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative}"
thực đơn có nhiều món mới và ngon phục vụ ổn món ăn không phải đợi lâu,"{phục vụ,ổn};{món,ngon};{menu,nhiều món mới}","{phục vụ,neutral};{món,positive};{menu,positive}","{SERVICE#GENERAL,neutral};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive}"
"làm đồ ăn lâu cực luôn , chờ món ăn chỉ muốn về thôi , đồ ăn thì ngon tương đối","{làm đồ ăn,lâu};{đồ ăn,ngon}","{làm đồ ăn,negative};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
giá cả hơi cao phục vụ nhiệt tình dễ thương,"{phục vụ,nhiệt tình dễ thương};{giá cả,cao}","{phục vụ,positive};{giá cả,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,negative}"
giá cả tương đối ổn cơm bò ăn ngon nhưng cơm gà sốt tera ngọt quá,"{cơm bò,ngon};{giá cả,ổn};{cơm gà sốt tera,ngọt quá}","{cơm bò,neutral};{giá cả,neutral};{cơm gà sốt tera,negative}","{FOOD#QUALITY,neutral};{FOOD#PRICES,neutral};{FOOD#STYLE&OPTIONS,negative}"
thực đơn không ngon như thực đơn cũ giá mắc hơn nhưng được cái nhân viên nhiệt tình không gian tốt cho num d,"{nhân viên,nhiệt tình};{không gian,tốt};{giá,mắc};{menu,k ngon}","{nhân viên,positive};{không gian,positive};{giá,negative};{menu,negative}","{SERVICE#GENERAL,positive};{AMBIENCE#GENERAL,positive};{RESTAURANT#PRICES,negative};{FOOD#QUALITY,negative}"
nhân viên thân thiện quán có thực đơn đa dạng giá không mắc nhưng đồ uống thì bình thường không xuất sắc,"{nhân viên,thân thiện};{menu,đa dạng};{đồ uống,bình thường};{giá,không mắc}","{nhân viên,positive};{menu,positive};{đồ uống,neutral};{giá,neutral}","{SERVICE#GENERAL,positive};{FOOD#STYLE&OPTIONS,positive};{DRINKS#QUALITY,neutral};{RESTAURANT#PRICES,neutral}"
mỳ thì mình thấy bình thường giá khá chát so với chất lượng đem lại,"{giá,chát};{mỳ,bình thường}","{giá,negative};{mỳ,neutral}","{FOOD#PRICES,negative};{FOOD#QUALITY,neutral}"
phải công nhận một điều là đầu bếp ở đây nấu ăn rất là ngon đặc biệt là món đậu bắp xào thịt bê xào lá lốt nhưng điểm trừ là lúc mình đi với bạn quán có tính hoá đơn sai với lại đồ ăn cũng mắc hơn hồi trk nhiều,"{món đậu bắp xào thịt bê xào lá lốt,ngon};{đồ ăn,mắc};{tính bill,sai};{nấu ăn,ngon}","{món đậu bắp xào thịt bê xào lá lốt,positive};{đồ ăn,negative};{tính bill,negative};{nấu ăn,positive}","{FOOD#QUALITY,positive};{FOOD#PRICES,negative};{SERVICE#GENERAL,negative};{SERVICE#GENERAL,positive}"
